age,signup_channel,device_type,location,browsing_time_minutes,referral_code_used,cart_value,recommended_discount
32,Ads,Mobile,Urban,6,1,274,10
50,Ads,Tablet,Urban,6,0,378,15
37,Ads,Tablet,Metro,18,0,307,5
59,Social,Mobile,Rural,3,0,1726,5
29,Ads,Tablet,Urban,0,0,874,15
54,Email,Tablet,Rural,21,0,1507,5
26,Email,Desktop,Rural,17,0,404,5
40,Email,Mobile,Rural,4,0,827,5
25,Email,Mobile,Urban,2,1,1091,0
49,Ads,Tablet,Urban,11,0,1888,15
31,Social,Tablet,Metro,0,0,1478,0
44,Referral,Desktop,Metro,5,1,130,10
42,Referral,Mobile,Urban,0,0,224,0
30,Referral,Mobile,Metro,9,0,530,0
38,Referral,Tablet,Rural,0,0,960,5
48,Email,Mobile,Rural,9,0,807,5
54,Ads,Tablet,Urban,11,0,1414,15
22,Ads,Desktop,Rural,6,0,558,15
30,Referral,Tablet,Urban,1,0,1157,0
45,Referral,Desktop,Urban,1,1,842,0
42,Social,Tablet,Urban,3,0,1650,0
52,Social,Desktop,Rural,6,1,1969,5
56,Social,Desktop,Urban,10,1,440,10
24,Email,Mobile,Urban,0,0,938,0
55,Ads,Tablet,Metro,12,1,1460,15
49,Email,Mobile,Rural,12,0,1293,5
20,Email,Mobile,Urban,5,0,1269,0
56,Ads,Tablet,Metro,4,1,1841,15
54,Social,Mobile,Urban,18,0,1673,5
39,Ads,Mobile,Rural,15,0,419,15
25,Referral,Mobile,Metro,40,0,1152,5
34,Social,Tablet,Metro,4,0,473,0
44,Ads,Mobile,Urban,23,0,470,5
50,Email,Mobile,Urban,0,0,1133,0
34,Ads,Mobile,Rural,5,1,1908,15
59,Social,Tablet,Rural,6,0,515,5
29,Referral,Desktop,Urban,5,1,1056,0
44,Email,Desktop,Metro,9,0,1238,0
25,Referral,Desktop,Rural,1,0,183,5
40,Referral,Desktop,Rural,20,0,1716,5
59,Email,Mobile,Metro,8,1,682,0
46,Ads,Tablet,Urban,23,1,982,5
37,Ads,Mobile,Rural,0,0,1179,15
33,Referral,Tablet,Metro,9,0,1952,0
34,Ads,Mobile,Rural,5,1,970,15
33,Social,Desktop,Metro,7,0,399,0
36,Referral,Desktop,Rural,13,0,321,5
25,Referral,Tablet,Urban,2,0,1033,0
55,Referral,Mobile,Metro,2,1,1739,0
55,Social,Desktop,Rural,12,0,332,5
46,Referral,Tablet,Rural,7,0,277,5
58,Ads,Mobile,Metro,2,0,173,15
53,Ads,Tablet,Metro,6,0,1411,15
43,Ads,Mobile,Urban,6,0,988,15
48,Ads,Mobile,Metro,11,1,1469,15
29,Referral,Mobile,Rural,0,1,152,10
34,Social,Tablet,Urban,8,0,1555,0
32,Email,Tablet,Metro,9,0,564,0
26,Ads,Mobile,Rural,13,1,868,15
56,Email,Desktop,Metro,22,0,1994,5
59,Email,Mobile,Rural,5,0,217,5
29,Referral,Tablet,Rural,4,1,317,10
49,Ads,Mobile,Urban,1,1,1665,15
42,Ads,Tablet,Urban,4,0,1900,15
56,Ads,Mobile,Metro,0,0,719,15
35,Email,Mobile,Urban,16,0,900,5
32,Ads,Desktop,Metro,16,1,381,10
49,Ads,Desktop,Urban,5,1,1421,15
23,Social,Tablet,Urban,3,0,813,0
52,Referral,Mobile,Metro,1,1,1421,0
51,Ads,Tablet,Urban,19,1,707,5
55,Ads,Mobile,Urban,20,0,1162,5
22,Referral,Mobile,Urban,3,0,1440,0
35,Referral,Mobile,Urban,9,0,1883,0
33,Email,Desktop,Metro,2,1,1426,0
25,Email,Tablet,Rural,2,0,1037,5
42,Email,Mobile,Metro,0,0,915,0
49,Referral,Mobile,Metro,8,0,1875,0
43,Social,Tablet,Metro,1,0,279,0
39,Ads,Tablet,Urban,0,0,1284,15
48,Referral,Mobile,Urban,1,0,1278,0
27,Social,Desktop,Rural,3,0,1280,5
29,Referral,Desktop,Urban,11,0,1845,0
45,Social,Mobile,Rural,2,0,483,5
23,Referral,Desktop,Rural,21,0,966,5
37,Referral,Tablet,Urban,3,0,1746,0
22,Social,Desktop,Rural,4,0,383,5
40,Social,Tablet,Metro,2,0,1901,0
26,Social,Tablet,Metro,2,0,550,0
46,Social,Tablet,Metro,0,0,461,0
33,Social,Tablet,Rural,3,1,576,5
39,Social,Desktop,Rural,19,0,1267,5
25,Social,Tablet,Metro,11,0,199,0
37,Social,Mobile,Urban,20,0,356,5
31,Referral,Tablet,Metro,1,0,1753,0
56,Social,Mobile,Urban,6,0,1461,0
54,Social,Tablet,Urban,2,0,487,0
51,Referral,Tablet,Rural,12,0,1848,5
28,Referral,Desktop,Rural,35,1,231,10
57,Email,Tablet,Urban,16,0,726,5
50,Email,Tablet,Urban,0,0,503,0
48,Social,Desktop,Urban,3,1,418,10
51,Social,Desktop,Rural,0,0,566,5
24,Email,Mobile,Metro,0,0,902,0
40,Email,Desktop,Urban,0,0,215,0
24,Ads,Mobile,Rural,3,0,912,15
42,Ads,Tablet,Metro,3,0,1180,15
20,Social,Mobile,Rural,5,0,1500,5
55,Ads,Desktop,Metro,5,0,763,15
37,Email,Tablet,Rural,14,1,375,10
51,Social,Mobile,Metro,1,0,597,0
47,Referral,Mobile,Urban,1,1,604,0
34,Referral,Mobile,Rural,9,0,1289,5
27,Email,Tablet,Metro,8,0,251,0
52,Ads,Mobile,Metro,1,1,1335,15
37,Referral,Mobile,Metro,19,1,379,10
35,Ads,Desktop,Urban,3,1,1449,15
44,Referral,Mobile,Rural,4,0,1225,5
53,Ads,Tablet,Metro,5,1,482,10
40,Referral,Desktop,Urban,3,0,1497,0
49,Referral,Tablet,Urban,8,1,864,0
27,Social,Desktop,Urban,4,1,380,10
28,Social,Desktop,Urban,3,0,579,0
55,Email,Mobile,Urban,23,0,564,5
23,Referral,Tablet,Urban,3,1,1716,0
58,Ads,Mobile,Urban,11,0,1576,15
51,Referral,Desktop,Rural,4,0,372,5
53,Ads,Mobile,Rural,5,0,1693,15
54,Ads,Desktop,Urban,2,0,1580,15
34,Referral,Desktop,Metro,13,0,613,0
57,Ads,Tablet,Metro,13,0,1462,15
57,Email,Tablet,Metro,0,0,620,0
29,Social,Tablet,Urban,0,0,1826,0
38,Ads,Tablet,Metro,25,0,1246,5
57,Referral,Mobile,Rural,21,0,203,5
36,Social,Tablet,Rural,7,1,1206,5
20,Email,Tablet,Rural,6,0,1232,5
35,Ads,Tablet,Rural,16,1,1243,5
36,Ads,Desktop,Urban,1,1,1575,15
23,Social,Desktop,Rural,10,0,1001,5
33,Ads,Tablet,Metro,6,0,1351,15
25,Referral,Desktop,Metro,13,1,1390,0
35,Social,Desktop,Rural,0,0,1016,5
56,Social,Mobile,Rural,8,0,1741,5
29,Ads,Desktop,Rural,8,0,595,15
27,Email,Mobile,Metro,18,0,316,5
24,Email,Desktop,Metro,11,0,1763,0
18,Email,Tablet,Rural,21,0,385,5
53,Email,Desktop,Metro,21,0,1973,5
38,Social,Desktop,Metro,5,0,1084,0
54,Social,Mobile,Urban,1,1,1494,0
41,Ads,Tablet,Rural,9,0,760,15
42,Email,Mobile,Rural,20,0,1786,5
24,Email,Tablet,Urban,0,1,1696,0
59,Ads,Tablet,Urban,8,0,769,15
34,Ads,Mobile,Metro,1,0,1297,15
46,Ads,Desktop,Urban,0,1,373,10
47,Referral,Tablet,Rural,11,1,1953,5
24,Ads,Desktop,Rural,11,0,1879,15
50,Ads,Mobile,Rural,9,0,1604,15
24,Referral,Mobile,Metro,19,0,784,5
41,Email,Mobile,Metro,0,0,1952,0
28,Social,Mobile,Rural,1,0,158,5
26,Email,Tablet,Rural,19,0,518,5
29,Social,Mobile,Metro,6,0,1745,0
52,Social,Desktop,Metro,3,0,1529,0
21,Ads,Desktop,Urban,13,0,1493,15
53,Ads,Tablet,Metro,22,1,1019,5
45,Referral,Mobile,Metro,11,1,1338,0
30,Email,Tablet,Rural,15,1,1430,5
40,Email,Tablet,Rural,3,0,164,5
36,Social,Tablet,Rural,3,0,1522,5
59,Ads,Mobile,Urban,19,1,511,5
54,Ads,Desktop,Metro,9,0,1375,15
56,Email,Desktop,Urban,2,0,397,0
41,Referral,Tablet,Metro,7,0,1271,0
33,Ads,Tablet,Metro,11,0,1351,15
50,Referral,Desktop,Rural,2,1,910,5
29,Email,Desktop,Metro,10,0,819,0
51,Email,Mobile,Urban,0,0,1320,0
24,Referral,Tablet,Rural,3,0,342,5
28,Ads,Mobile,Urban,11,0,802,15
48,Email,Desktop,Urban,1,0,270,0
46,Social,Desktop,Rural,2,1,853,5
30,Email,Desktop,Metro,21,0,1586,5
48,Ads,Desktop,Urban,11,1,357,10
19,Social,Mobile,Metro,6,0,571,0
56,Email,Desktop,Rural,2,0,250,5
32,Ads,Tablet,Metro,4,1,1007,15
28,Ads,Desktop,Metro,8,1,1553,15
51,Email,Tablet,Rural,1,1,1505,5
56,Ads,Desktop,Metro,6,0,1540,15
21,Referral,Mobile,Urban,5,0,1423,0
28,Social,Tablet,Urban,6,0,336,0
46,Referral,Mobile,Urban,1,0,1276,0
19,Email,Desktop,Metro,1,0,1414,0
33,Referral,Mobile,Urban,33,0,518,5
56,Email,Desktop,Metro,38,1,676,5
30,Email,Mobile,Metro,5,0,1550,0
54,Ads,Mobile,Metro,15,0,1575,15
34,Ads,Tablet,Metro,10,0,861,15
38,Email,Desktop,Rural,1,0,1313,5
36,Social,Mobile,Urban,3,1,258,10
24,Social,Desktop,Urban,3,0,131,0
55,Social,Tablet,Metro,9,1,421,10
25,Referral,Mobile,Rural,8,1,159,10
30,Email,Desktop,Metro,25,1,1121,5
54,Ads,Mobile,Urban,15,1,1302,15
19,Referral,Mobile,Urban,19,0,1871,5
58,Referral,Mobile,Rural,22,0,1822,5
28,Ads,Mobile,Metro,16,0,304,5
41,Email,Tablet,Rural,4,0,1524,5
23,Referral,Tablet,Metro,2,1,214,10
43,Email,Desktop,Rural,8,1,865,5
24,Email,Desktop,Urban,11,0,1191,0
56,Email,Mobile,Rural,4,0,1346,5
36,Ads,Mobile,Urban,18,0,521,5
23,Email,Mobile,Urban,32,0,1955,5
46,Referral,Tablet,Metro,8,0,1510,0
56,Ads,Mobile,Rural,6,0,1102,15
19,Ads,Desktop,Rural,18,0,1433,5
36,Referral,Mobile,Rural,0,0,943,5
21,Ads,Tablet,Rural,1,0,783,15
23,Referral,Mobile,Metro,18,0,309,5
54,Social,Tablet,Metro,13,0,1762,0
45,Referral,Tablet,Metro,5,1,769,0
47,Ads,Tablet,Urban,21,0,977,5
24,Referral,Tablet,Urban,4,0,699,0
26,Social,Desktop,Urban,10,1,468,10
42,Email,Tablet,Metro,10,0,1689,0
50,Email,Desktop,Urban,2,0,1683,0
18,Email,Desktop,Rural,3,0,902,5
23,Ads,Mobile,Urban,24,0,1959,5
35,Social,Mobile,Metro,2,0,1661,0
27,Referral,Tablet,Metro,1,0,1451,0
45,Referral,Mobile,Metro,6,0,1211,0
28,Referral,Tablet,Metro,0,0,206,0
50,Referral,Mobile,Rural,22,0,336,5
18,Ads,Tablet,Urban,1,0,1435,15
30,Ads,Mobile,Urban,9,0,303,15
54,Social,Mobile,Metro,4,0,680,0
37,Referral,Desktop,Urban,16,0,691,5
18,Email,Mobile,Rural,8,0,963,5
20,Ads,Mobile,Metro,4,0,1792,15
35,Social,Tablet,Urban,41,0,1761,5
58,Social,Desktop,Urban,0,0,1092,0
31,Ads,Tablet,Urban,8,0,972,15
48,Email,Mobile,Urban,45,1,1073,5
44,Email,Tablet,Metro,11,0,926,0
34,Referral,Desktop,Metro,13,0,636,0
46,Ads,Tablet,Rural,0,0,1067,15
53,Email,Mobile,Metro,0,0,126,0
54,Ads,Tablet,Urban,0,0,1478,15
43,Social,Mobile,Urban,47,1,633,5
34,Social,Desktop,Urban,38,0,1066,5
39,Social,Desktop,Rural,4,1,839,5
42,Ads,Tablet,Metro,3,0,1938,15
19,Referral,Desktop,Metro,1,0,1327,0
39,Referral,Tablet,Metro,3,1,410,10
22,Email,Mobile,Urban,4,0,364,0
21,Ads,Tablet,Urban,13,0,1177,15
53,Referral,Mobile,Urban,20,0,981,5
23,Ads,Desktop,Rural,13,1,1955,15
38,Referral,Mobile,Rural,10,0,473,5
30,Social,Mobile,Urban,14,0,710,0
54,Social,Mobile,Rural,13,0,1546,5
42,Email,Mobile,Rural,6,0,1718,5
43,Social,Mobile,Rural,4,0,319,5
56,Referral,Tablet,Metro,3,0,1600,0
37,Email,Mobile,Rural,11,0,619,5
50,Email,Mobile,Urban,32,1,462,10
31,Social,Mobile,Metro,8,0,1022,0
53,Ads,Mobile,Rural,24,1,1576,5
34,Social,Mobile,Urban,0,0,723,0
38,Social,Mobile,Rural,15,0,1376,5
33,Email,Desktop,Urban,19,1,1859,5
33,Social,Tablet,Urban,9,0,312,0
37,Referral,Mobile,Rural,27,0,1773,5
46,Email,Tablet,Rural,8,0,973,5
45,Social,Desktop,Metro,2,0,1267,0
25,Ads,Desktop,Rural,2,1,110,10
41,Referral,Mobile,Urban,8,0,630,0
20,Ads,Tablet,Metro,23,1,547,5
42,Referral,Mobile,Urban,0,1,151,10
36,Ads,Desktop,Urban,9,0,1328,15
50,Social,Desktop,Rural,14,1,754,5
19,Referral,Tablet,Urban,1,0,1677,0
32,Email,Mobile,Rural,1,0,1479,5
39,Email,Tablet,Urban,4,1,1731,0
27,Ads,Tablet,Metro,3,0,438,15
35,Ads,Desktop,Rural,2,0,946,15
39,Ads,Tablet,Metro,2,0,1801,15
44,Referral,Desktop,Rural,1,0,995,5
30,Email,Mobile,Metro,9,0,1721,0
50,Social,Tablet,Rural,11,0,1940,5
22,Referral,Tablet,Metro,12,0,1456,0
43,Ads,Mobile,Metro,7,1,1719,15
30,Email,Tablet,Rural,30,0,1940,5
44,Ads,Mobile,Rural,21,0,1970,5
31,Social,Desktop,Urban,31,0,298,5
41,Social,Desktop,Urban,4,1,1562,0
20,Email,Tablet,Rural,21,0,249,5
47,Referral,Desktop,Rural,14,1,149,10
52,Social,Desktop,Metro,4,0,1463,0
31,Social,Mobile,Metro,1,0,735,0
29,Social,Desktop,Urban,11,0,1654,0
45,Social,Desktop,Urban,1,0,958,0
46,Ads,Desktop,Urban,3,0,1707,15
34,Ads,Mobile,Metro,6,0,1269,15
57,Referral,Tablet,Metro,11,0,877,0
38,Email,Mobile,Metro,26,1,149,10
40,Email,Tablet,Urban,8,1,660,0
37,Email,Tablet,Rural,11,0,1036,5
28,Social,Desktop,Urban,3,1,1734,0
51,Ads,Desktop,Metro,11,0,498,15
27,Ads,Mobile,Urban,5,0,475,15
27,Referral,Mobile,Urban,19,0,122,5
23,Email,Mobile,Urban,4,0,1199,0
53,Ads,Desktop,Urban,6,1,724,15
41,Referral,Tablet,Metro,5,0,382,0
29,Email,Mobile,Urban,16,0,1129,5
40,Social,Tablet,Metro,30,0,379,5
44,Ads,Desktop,Urban,3,0,697,15
54,Ads,Desktop,Metro,6,0,492,15
23,Email,Desktop,Rural,12,0,1569,5
18,Social,Desktop,Metro,22,0,1958,5
23,Social,Tablet,Metro,6,1,1193,0
39,Ads,Tablet,Rural,1,0,1597,15
58,Email,Mobile,Rural,4,0,1457,5
41,Referral,Tablet,Rural,7,0,583,5
42,Ads,Tablet,Rural,5,0,909,15
32,Social,Tablet,Rural,2,0,927,5
43,Referral,Mobile,Rural,0,1,1974,5
25,Email,Tablet,Urban,11,1,275,10
41,Social,Tablet,Urban,49,1,330,10
55,Referral,Tablet,Rural,25,0,186,5
23,Ads,Desktop,Metro,11,0,488,15
52,Social,Tablet,Metro,18,1,1743,5
59,Email,Mobile,Rural,2,1,818,5
18,Social,Mobile,Urban,9,0,1857,0
53,Ads,Mobile,Urban,0,1,836,15
29,Email,Mobile,Metro,12,1,281,10
55,Ads,Desktop,Rural,35,0,521,5
28,Referral,Mobile,Urban,19,0,758,5
29,Social,Desktop,Rural,7,0,552,5
59,Ads,Desktop,Rural,15,1,300,10
56,Referral,Desktop,Metro,28,0,682,5
24,Email,Mobile,Rural,2,0,123,5
28,Email,Mobile,Rural,15,0,972,5
53,Referral,Desktop,Metro,3,0,601,0
48,Referral,Desktop,Urban,20,0,435,5
50,Email,Mobile,Rural,1,0,1773,5
30,Ads,Tablet,Metro,1,1,1592,15
35,Referral,Tablet,Urban,12,1,1272,0
58,Ads,Tablet,Rural,1,1,1106,15
41,Email,Mobile,Urban,1,0,1699,0
26,Ads,Mobile,Metro,8,0,240,15
48,Ads,Desktop,Rural,18,1,853,5
58,Referral,Mobile,Metro,3,0,1370,0
27,Ads,Mobile,Metro,18,0,1194,5
19,Ads,Mobile,Rural,16,0,491,5
55,Ads,Desktop,Metro,8,0,347,15
32,Email,Desktop,Urban,10,0,1228,0
20,Email,Tablet,Metro,0,0,1033,0
48,Social,Tablet,Rural,4,1,1175,5
23,Email,Mobile,Rural,3,0,357,5
20,Email,Mobile,Urban,1,1,1608,0
28,Social,Desktop,Rural,4,0,505,5
32,Social,Tablet,Metro,4,0,1754,0
45,Referral,Tablet,Metro,13,0,985,0
27,Referral,Tablet,Rural,9,1,1127,5
55,Email,Mobile,Urban,24,1,1687,5
24,Ads,Mobile,Urban,1,0,466,15
32,Referral,Mobile,Rural,0,0,106,5
35,Referral,Desktop,Metro,7,0,100,0
35,Email,Tablet,Rural,0,1,438,10
58,Ads,Desktop,Rural,15,0,1821,15
41,Social,Tablet,Urban,7,1,1825,0
19,Social,Mobile,Metro,6,0,449,0
57,Email,Desktop,Urban,4,0,725,0
37,Email,Desktop,Urban,4,0,1829,0
51,Ads,Mobile,Metro,5,1,154,10
43,Email,Tablet,Metro,0,0,728,0
24,Email,Tablet,Metro,0,0,1904,0
55,Email,Tablet,Rural,7,1,895,5
47,Ads,Tablet,Metro,1,0,1393,15
59,Email,Mobile,Rural,15,0,998,5
22,Referral,Mobile,Urban,3,0,371,0
28,Ads,Mobile,Metro,1,0,956,15
18,Referral,Mobile,Rural,2,0,1553,5
51,Ads,Desktop,Rural,4,1,978,15
18,Referral,Desktop,Rural,0,0,476,5
36,Ads,Desktop,Rural,1,0,486,15
19,Social,Mobile,Urban,3,1,1733,0
38,Email,Tablet,Metro,3,1,486,10
37,Email,Desktop,Metro,16,1,1292,5
40,Ads,Desktop,Metro,18,1,1280,5
38,Referral,Mobile,Metro,2,1,523,0
41,Social,Tablet,Metro,1,1,886,0
21,Referral,Tablet,Metro,10,1,759,0
29,Email,Tablet,Rural,16,1,376,10
39,Email,Mobile,Metro,33,0,1271,5
37,Referral,Tablet,Rural,0,0,959,5
35,Ads,Desktop,Urban,5,1,1938,15
18,Ads,Desktop,Rural,13,0,1214,15
47,Referral,Desktop,Urban,17,1,655,5
50,Email,Mobile,Metro,0,0,1873,0
41,Referral,Tablet,Urban,11,1,1237,0
31,Email,Mobile,Urban,3,0,1724,0
53,Referral,Tablet,Rural,0,0,1125,5
22,Ads,Mobile,Rural,6,1,1624,15
28,Social,Desktop,Urban,1,0,270,0
41,Email,Mobile,Urban,13,0,1564,0
48,Social,Mobile,Metro,13,0,1723,0
30,Ads,Mobile,Rural,18,0,1348,5
33,Referral,Desktop,Urban,4,0,246,0
41,Ads,Mobile,Rural,0,0,1725,15
30,Social,Mobile,Metro,3,1,1571,0
41,Ads,Desktop,Metro,6,0,1553,15
43,Ads,Tablet,Urban,11,0,1804,15
19,Referral,Mobile,Metro,4,1,1446,0
33,Social,Desktop,Urban,7,0,1214,0
55,Social,Mobile,Rural,7,0,113,5
18,Social,Desktop,Rural,1,0,1271,5
28,Email,Tablet,Urban,9,0,1926,0
52,Ads,Tablet,Urban,5,0,1594,15
46,Social,Mobile,Urban,16,1,508,5
54,Ads,Desktop,Rural,11,0,483,15
34,Referral,Tablet,Rural,1,0,1511,5
56,Referral,Tablet,Metro,6,0,156,0
59,Email,Desktop,Metro,12,0,613,0
45,Email,Mobile,Rural,0,0,1701,5
46,Referral,Tablet,Rural,15,0,444,5
20,Social,Tablet,Urban,2,0,1210,0
27,Referral,Tablet,Rural,6,0,504,5
59,Ads,Mobile,Rural,28,1,344,10
31,Email,Tablet,Metro,8,0,1872,0
29,Email,Desktop,Metro,5,1,1724,0
59,Referral,Mobile,Urban,0,0,958,0
47,Social,Tablet,Metro,1,0,151,0
49,Social,Desktop,Urban,8,0,1838,0
49,Ads,Desktop,Rural,6,1,308,10
59,Email,Mobile,Rural,4,0,242,5
49,Referral,Desktop,Urban,25,0,1750,5
43,Referral,Mobile,Metro,4,1,1922,0
18,Email,Mobile,Metro,7,1,1697,0
59,Referral,Mobile,Rural,8,0,645,5
19,Email,Desktop,Metro,7,0,903,0
34,Social,Mobile,Urban,6,0,732,0
47,Social,Mobile,Rural,4,0,1227,5
56,Referral,Desktop,Metro,23,0,1167,5
24,Social,Mobile,Rural,5,1,1826,5
44,Social,Tablet,Rural,7,0,432,5
26,Ads,Desktop,Metro,10,0,346,15
39,Email,Desktop,Urban,0,0,629,0
51,Email,Desktop,Metro,15,0,564,0
18,Referral,Tablet,Metro,7,0,400,0
26,Email,Mobile,Metro,10,0,719,0
37,Ads,Desktop,Metro,14,0,1087,15
36,Referral,Desktop,Metro,20,1,637,5
53,Referral,Desktop,Metro,4,0,467,0
57,Email,Tablet,Urban,16,0,1329,5
21,Social,Tablet,Rural,2,0,456,5
26,Social,Tablet,Urban,10,1,430,10
58,Social,Mobile,Metro,1,1,1731,0
39,Social,Mobile,Urban,0,0,1403,0
35,Ads,Tablet,Rural,1,0,984,15
29,Referral,Mobile,Urban,3,0,541,0
59,Social,Tablet,Metro,0,0,600,0
56,Ads,Mobile,Rural,9,1,1858,15
26,Referral,Mobile,Metro,3,0,843,0
23,Email,Tablet,Metro,13,0,972,0
36,Email,Desktop,Rural,0,0,1557,5
24,Ads,Desktop,Rural,2,0,299,15
33,Referral,Mobile,Metro,5,1,650,0
22,Social,Mobile,Urban,4,0,299,0
33,Referral,Mobile,Rural,1,0,1490,5
18,Social,Mobile,Urban,51,0,1794,5
54,Ads,Mobile,Urban,3,0,438,15
56,Social,Mobile,Rural,12,0,1543,5
36,Ads,Tablet,Urban,2,0,778,15
54,Referral,Desktop,Rural,21,0,835,5
34,Referral,Desktop,Rural,4,1,376,10
43,Social,Tablet,Rural,23,0,1914,5
39,Referral,Tablet,Rural,4,0,153,5
25,Social,Desktop,Urban,0,1,263,10
50,Referral,Desktop,Urban,7,1,754,0
19,Email,Mobile,Rural,7,1,1509,5
47,Social,Desktop,Rural,1,0,175,5
37,Ads,Mobile,Rural,2,0,841,15
35,Email,Mobile,Rural,15,0,1961,5
27,Ads,Desktop,Metro,0,0,1105,15
41,Referral,Mobile,Urban,6,1,521,0
21,Email,Mobile,Urban,7,0,676,0
54,Referral,Tablet,Rural,11,1,1353,5
21,Social,Desktop,Metro,0,0,1429,0
30,Ads,Tablet,Metro,8,0,1085,15
42,Referral,Mobile,Metro,0,0,1240,0
30,Ads,Mobile,Rural,3,0,1363,15
35,Ads,Tablet,Metro,6,1,1978,15
41,Referral,Tablet,Rural,24,0,605,5
19,Social,Tablet,Metro,1,0,868,0
50,Ads,Mobile,Rural,1,1,1656,15
36,Referral,Desktop,Rural,11,1,1180,5
26,Social,Mobile,Urban,4,1,758,0
45,Referral,Tablet,Rural,9,0,1152,5
52,Social,Desktop,Metro,59,1,533,5
56,Ads,Tablet,Urban,43,1,317,10
27,Email,Mobile,Metro,4,0,645,0
18,Referral,Desktop,Rural,7,0,948,5
59,Ads,Desktop,Urban,23,1,565,5
38,Referral,Mobile,Rural,0,1,665,5
26,Referral,Tablet,Rural,6,1,1667,5
32,Social,Tablet,Metro,4,0,603,0
52,Referral,Tablet,Metro,3,0,487,0
22,Social,Mobile,Metro,51,0,1665,5
58,Ads,Tablet,Urban,13,0,1474,15
39,Referral,Desktop,Metro,4,0,1448,0
58,Ads,Tablet,Rural,17,0,640,5
40,Email,Tablet,Urban,6,0,1519,0
24,Ads,Desktop,Metro,20,0,1906,5
40,Referral,Desktop,Metro,3,0,178,0
42,Email,Tablet,Metro,2,0,582,0
44,Social,Desktop,Rural,2,0,408,5
58,Email,Mobile,Metro,7,0,518,0
23,Referral,Desktop,Rural,3,1,334,10
51,Referral,Mobile,Urban,1,0,1559,0
26,Ads,Desktop,Metro,52,1,536,5
50,Social,Mobile,Rural,23,1,1994,5
23,Referral,Mobile,Metro,10,0,245,0
54,Referral,Tablet,Metro,22,1,265,10
48,Social,Desktop,Urban,27,0,697,5
51,Social,Desktop,Urban,11,0,1289,0
58,Ads,Desktop,Rural,7,0,1690,15
46,Email,Mobile,Rural,21,0,1518,5
31,Social,Tablet,Rural,8,0,1958,5
53,Referral,Desktop,Urban,1,0,1376,0
53,Social,Tablet,Rural,4,0,1688,5
32,Referral,Tablet,Urban,5,0,1532,0
25,Ads,Mobile,Urban,27,0,545,5
43,Email,Desktop,Metro,10,0,753,0
53,Ads,Tablet,Metro,20,1,146,10
38,Social,Desktop,Rural,14,0,1218,5
45,Referral,Desktop,Urban,3,0,1980,0
21,Social,Desktop,Urban,12,0,1050,0
33,Social,Tablet,Urban,2,0,1612,0
39,Social,Mobile,Metro,5,0,1846,0
29,Social,Mobile,Urban,16,1,751,5
33,Email,Tablet,Rural,9,0,1386,5
57,Referral,Desktop,Rural,17,1,1556,5
55,Social,Desktop,Metro,2,1,753,0
59,Referral,Mobile,Rural,13,0,1042,5
54,Email,Tablet,Urban,2,1,753,0
46,Referral,Tablet,Urban,7,0,1082,0
35,Referral,Mobile,Rural,5,1,1814,5
27,Email,Tablet,Metro,8,0,342,0
59,Social,Tablet,Urban,1,0,1777,0
56,Referral,Mobile,Urban,4,1,954,0
35,Ads,Mobile,Metro,10,0,1003,15
18,Referral,Tablet,Urban,8,1,1456,0
56,Social,Tablet,Rural,7,0,711,5
38,Ads,Mobile,Rural,7,0,1231,15
18,Social,Mobile,Metro,28,0,420,5
32,Referral,Desktop,Metro,27,1,904,5
21,Email,Tablet,Rural,4,0,573,5
37,Social,Tablet,Metro,4,0,807,0
27,Social,Mobile,Rural,8,0,371,5
40,Email,Mobile,Metro,1,1,1596,0
58,Referral,Desktop,Rural,3,0,566,5
51,Social,Desktop,Urban,2,0,1527,0
50,Referral,Mobile,Urban,2,0,854,0
51,Referral,Tablet,Rural,10,0,323,5
56,Referral,Desktop,Urban,4,1,1235,0
27,Email,Mobile,Rural,1,0,1578,5
37,Referral,Mobile,Metro,21,1,387,10
18,Referral,Mobile,Urban,20,0,1576,5
30,Ads,Tablet,Urban,19,0,440,5
18,Ads,Mobile,Urban,4,0,257,15
22,Ads,Mobile,Rural,0,1,759,15
33,Social,Tablet,Urban,1,0,285,0
32,Social,Mobile,Metro,3,0,128,0
45,Ads,Mobile,Urban,2,0,1531,15
48,Email,Desktop,Metro,20,1,996,5
40,Email,Mobile,Urban,42,0,846,5
34,Ads,Tablet,Urban,16,1,1150,5
51,Social,Desktop,Metro,13,0,1084,0
30,Social,Mobile,Urban,8,0,1886,0
31,Email,Tablet,Metro,14,0,632,0
28,Referral,Mobile,Metro,29,0,1012,5
45,Email,Desktop,Metro,9,1,1215,0
59,Referral,Tablet,Urban,1,0,1027,0
49,Social,Desktop,Urban,1,0,271,0
52,Social,Tablet,Metro,8,0,213,0
48,Ads,Tablet,Urban,4,0,1221,15
34,Social,Mobile,Rural,24,1,1378,5
26,Referral,Tablet,Metro,9,1,1145,0
27,Email,Tablet,Metro,11,0,653,0
25,Ads,Mobile,Rural,0,0,1244,15
38,Referral,Tablet,Rural,6,0,310,5
30,Email,Tablet,Metro,5,1,1825,0
22,Email,Tablet,Rural,12,1,915,5
23,Email,Tablet,Metro,4,1,1771,0
47,Social,Mobile,Urban,37,0,485,5
48,Email,Mobile,Rural,11,0,1000,5
34,Social,Desktop,Metro,10,0,1407,0
28,Email,Tablet,Metro,25,0,1176,5
